invoice_id,customer_id,product_id,quantity,unit_price,order_date,revenue
13386,397,12,2,64.05,2024-08-28,128.1
13387,681,119,5,18.81,2024-09-23,94.05
13388,670,28,6,182.08,2025-03-25,1092.48
13389,697,38,5,96.76,2024-05-06,483.8
13390,420,48,6,30.36,2024-01-23,182.16
13391,193,11,6,26.16,2025-11-04,156.96
13392,257,19,5,3.72,2025-12-17,18.6
13393,494,118,4,269.51,2025-05-06,1078.04
13394,309,97,6,141.47,2024-04-12,848.82
13395,789,4,4,21.16,2025-01-11,84.64
13396,529,94,4,92.23,2025-01-30,368.92
13397,554,67,1,6.62,2025-04-20,6.62
13398,410,26,4,79.43,2024-05-31,317.72
13399,29,38,4,96.76,2024-05-03,387.04
13400,501,76,1,104.62,2025-08-17,104.62
13401,315,16,6,7.99,2025-10-28,47.94
13402,732,9,5,104.16,2025-03-31,520.8
13403,34,48,3,30.36,2024-05-22,91.08
13404,454,97,6,141.47,2025-04-14,848.82
13405,293,50,2,8.2,2025-01-01,16.4
13406,459,65,5,365.21,2024-08-03,1826.05
13407,346,31,6,54.69,2025-06-21,328.14
13408,387,46,1,40.14,2024-06-27,40.14
13409,529,13,3,13.39,2025-11-02,40.17
13410,575,49,3,119.93,2025-04-15,359.79
13411,570,86,2,32.28,2024-10-12,64.56
13412,644,43,6,32.04,2024-11-06,192.24
13413,758,90,1,8.48,2025-10-22,8.48
13414,457,119,4,18.81,2025-09-12,75.24
13415,529,14,5,18.35,2025-12-26,91.75
13416,761,116,6,24.71,2025-06-22,148.26
13417,274,1,6,50.13,2024-11-27,300.78
13418,528,92,5,10.94,2024-12-22,54.7
13419,522,103,4,8.94,2024-03-10,35.76
13420,34,118,6,269.51,2024-06-11,1617.06
13421,250,53,6,6.21,2024-04-18,37.26
13422,458,51,6,90.07,2025-05-02,540.42
13423,333,43,2,32.04,2024-08-30,64.08
13424,94,67,2,6.62,2025-01-28,13.24
13425,615,119,4,18.81,2024-03-06,75.24
13426,55,4,3,21.16,2024-04-27,63.48
13427,34,31,6,54.69,2024-03-15,328.14
13428,431,24,3,31.17,2025-09-13,93.51
13429,529,83,1,61.86,2024-06-27,61.86
13430,331,12,6,64.05,2025-04-05,384.3
13431,383,38,6,96.76,2025-08-10,580.56
13432,494,102,2,40.39,2024-09-15,80.78
13433,457,74,6,33.89,2024-10-19,203.34
13434,242,94,6,92.23,2024-06-14,553.38
13435,421,23,5,143.58,2024-07-15,717.9
13436,80,87,1,40.71,2025-10-06,40.71
13437,789,83,1,61.86,2024-07-27,61.86
13438,34,20,2,23.62,2024-01-06,47.24
13439,359,20,4,23.62,2025-08-04,94.48
13440,494,4,1,21.16,2024-12-14,21.16
13441,194,98,6,6.8,2025-10-19,40.8
13442,479,16,2,7.99,2024-07-31,15.98
13443,509,100,4,33.52,2025-05-27,134.08
13444,349,52,5,59.6,2025-07-26,298.0
13445,690,113,1,46.14,2025-03-25,46.14
13446,420,93,4,48.58,2024-03-13,194.32
13447,507,10,2,16.11,2025-06-13,32.22
13448,312,17,1,5.46,2025-05-25,5.46
13449,249,52,5,59.6,2025-07-07,298.0
13450,342,4,2,21.16,2024-10-23,42.32
13451,757,94,3,92.23,2025-02-03,276.69
13452,557,89,1,32.96,2024-06-10,32.96
13453,794,101,1,11.46,2025-07-01,11.46
13454,513,39,5,64.74,2025-09-17,323.7
13455,459,92,4,10.94,2025-09-25,43.76
13456,49,57,6,47.67,2024-04-23,286.02
13457,520,23,3,143.58,2025-10-30,430.74
13458,32,94,3,92.23,2025-03-07,276.69
13459,277,41,3,30.28,2024-03-01,90.84
13460,143,83,5,61.86,2024-12-03,309.3
13461,758,97,6,141.47,2024-03-04,848.82
13462,252,31,1,54.69,2025-07-31,54.69
13463,743,109,6,20.83,2024-02-06,124.98
13464,344,15,1,61.53,2025-03-02,61.53
13465,529,95,5,22.36,2024-03-23,111.8
13466,727,28,4,182.08,2024-05-12,728.32
13467,286,95,1,22.36,2024-04-16,22.36
13468,34,84,5,64.49,2024-08-18,322.45
13469,529,102,4,40.39,2025-05-04,161.56
13470,316,22,2,60.4,2024-01-22,120.8
13471,766,61,1,16.45,2024-07-19,16.45
13472,487,117,4,48.92,2025-11-29,195.68
13473,541,10,1,16.11,2025-07-19,16.11
13474,457,116,4,24.71,2025-01-21,98.84
13475,552,116,4,24.71,2025-12-19,98.84
13476,420,20,2,23.62,2024-04-28,47.24
13477,426,60,5,78.3,2025-01-11,391.5
13478,348,2,3,44.93,2025-03-23,134.79
13479,750,59,2,19.24,2024-08-25,38.48
13480,86,115,1,30.74,2024-08-20,30.74
13481,406,6,5,73.75,2025-08-04,368.75
13482,36,60,1,78.3,2024-09-12,78.3
13483,662,7,1,61.52,2024-02-28,61.52
13484,123,37,2,249.65,2024-10-16,499.3
13485,34,72,3,46.06,2025-09-08,138.18
13486,529,53,2,6.21,2024-10-26,12.42
13487,128,6,4,73.75,2025-05-05,295.0
13488,529,27,6,59.86,2024-03-19,359.16
13489,72,12,5,64.05,2024-07-29,320.25
13490,457,69,6,50.68,2024-12-31,304.08
13491,737,108,2,12.15,2025-03-30,24.3
13492,568,96,3,335.97,2025-07-18,1007.91
13493,311,74,6,33.89,2024-09-07,203.34
13494,478,43,3,32.04,2024-11-22,96.12
13495,554,84,5,64.49,2024-04-16,322.45
13496,45,38,4,96.76,2025-12-23,387.04
13497,782,92,4,10.94,2024-10-13,43.76
13498,72,61,2,16.45,2025-06-17,32.9
13499,249,6,6,73.75,2025-07-20,442.5
13500,221,55,3,82.67,2024-05-25,248.01
13501,34,56,2,29.99,2025-12-16,59.98
13502,428,67,4,6.62,2024-04-26,26.48
13503,21,114,1,20.14,2024-10-03,20.14
13504,294,11,4,26.16,2024-11-03,104.64
13505,670,13,1,13.39,2024-03-02,13.39
13506,295,92,5,10.94,2025-01-28,54.7
13507,457,2,4,44.93,2025-01-28,179.72
13508,432,68,2,39.51,2024-07-29,79.02
13509,383,41,6,30.28,2025-03-17,181.68
13510,485,99,6,19.12,2024-11-08,114.72
13511,34,74,3,33.89,2024-01-27,101.67
13512,745,116,3,24.71,2024-09-25,74.13
13513,658,74,5,33.89,2024-08-09,169.45
13514,617,40,3,7.34,2025-09-28,22.02
13515,421,102,4,40.39,2024-02-28,161.56
13516,655,28,5,182.08,2025-02-01,910.4
13517,783,34,6,32.99,2024-10-21,197.94
13518,696,34,5,32.99,2025-04-19,164.95
13519,418,50,6,8.2,2025-08-04,49.2
13520,625,54,3,48.43,2024-06-15,145.29
13521,789,58,4,76.78,2024-08-31,307.12
13522,131,73,1,57.28,2024-10-14,57.28
13523,651,73,3,57.28,2024-03-28,171.84
13524,800,103,5,8.94,2024-10-29,44.7
13525,342,21,4,100.98,2024-02-09,403.92
13526,529,46,3,40.14,2024-10-02,120.42
13527,529,46,6,40.14,2025-09-14,240.84
13528,15,20,3,23.62,2025-08-05,70.86
13529,529,66,3,53.59,2024-07-02,160.77
13530,432,30,1,185.82,2025-03-26,185.82
13531,13,101,1,11.46,2025-01-02,11.46
13532,457,37,5,249.65,2024-08-11,1248.25
13533,401,51,5,90.07,2024-03-22,450.35
13534,293,26,5,79.43,2025-07-18,397.15
13535,323,82,1,12.04,2025-03-27,12.04
13536,187,48,3,30.36,2024-09-22,91.08
13537,708,32,2,34.6,2024-08-20,69.2
13538,529,99,2,19.12,2025-09-24,38.24
13539,529,96,2,335.97,2024-04-27,671.94
13540,529,36,2,5.91,2025-12-01,11.82
13541,460,78,4,10.87,2025-08-16,43.48
13542,327,98,5,6.8,2024-08-21,34.0
13543,55,40,6,7.34,2024-09-22,44.04
13544,794,13,1,13.39,2025-11-25,13.39
13545,684,92,3,10.94,2025-07-07,32.82
13546,574,35,5,68.43,2024-08-28,342.15
13547,346,86,1,32.28,2025-06-03,32.28
13548,432,91,5,107.6,2024-03-20,538.0
13549,254,59,3,19.24,2025-08-07,57.72
13550,373,24,6,31.17,2025-03-01,187.02
13551,67,66,4,53.59,2024-10-16,214.36
13552,147,10,3,16.11,2025-09-13,48.33
13553,648,3,3,30.96,2025-02-21,92.88
13554,736,2,3,44.93,2025-04-26,134.79
13555,777,102,3,40.39,2025-09-28,121.17
13556,34,20,3,23.62,2024-02-15,70.86
13557,310,3,2,30.96,2025-08-28,61.92
13558,25,6,5,73.75,2024-08-04,368.75
13559,655,70,5,55.27,2025-06-04,276.35
13560,641,6,6,73.75,2024-12-18,442.5
13561,776,31,4,54.69,2025-08-19,218.76
13562,34,38,6,96.76,2024-06-02,580.56
13563,383,13,6,13.39,2024-03-21,80.34
13564,787,25,2,58.63,2025-08-01,117.26
13565,459,105,5,380.37,2025-10-07,1901.85
13566,494,50,4,8.2,2025-07-05,32.8
13567,589,2,5,44.93,2024-02-22,224.65
13568,529,74,6,33.89,2025-06-21,203.34
13569,472,83,3,61.86,2024-10-02,185.58
13570,204,36,5,5.91,2024-10-27,29.55
13571,745,59,3,19.24,2024-09-05,57.72
13572,651,117,3,48.92,2024-08-24,146.76
13573,439,6,6,73.75,2024-04-28,442.5
13574,548,23,4,143.58,2025-02-23,574.32
13575,361,90,3,8.48,2025-07-27,25.44
13576,459,90,3,8.48,2025-10-31,25.44
13577,457,119,2,18.81,2025-04-04,37.62
13578,646,39,2,64.74,2025-08-06,129.48
13579,671,68,2,39.51,2025-07-04,79.02
13580,260,19,4,3.72,2025-11-21,14.88
13581,523,11,2,26.16,2025-09-12,52.32
13582,276,66,3,53.59,2024-12-15,160.77
13583,323,5,1,26.61,2025-02-22,26.61
13584,417,21,2,100.98,2025-08-12,201.96
13585,457,35,2,68.43,2024-07-03,136.86
13586,715,65,1,365.21,2024-06-19,365.21
13587,116,7,3,61.52,2025-07-21,184.56
13588,566,94,4,92.23,2024-04-13,368.92
13589,123,70,1,55.27,2025-03-17,55.27
13590,25,50,2,8.2,2024-03-15,16.4
13591,132,45,5,69.2,2025-02-01,346.0
13592,743,21,3,100.98,2024-05-10,302.94
13593,394,27,5,59.86,2024-09-04,299.3
13594,567,91,1,107.6,2024-12-10,107.6
13595,736,56,3,29.99,2025-08-28,89.97
13596,529,30,1,185.82,2024-02-16,185.82
13597,70,110,3,20.1,2025-04-04,60.3
13598,745,33,6,32.06,2025-04-05,192.36
13599,598,55,4,82.67,2024-10-23,330.68
13600,617,92,6,10.94,2024-05-17,65.64
13601,590,10,6,16.11,2025-08-26,96.66
13602,748,17,5,5.46,2024-03-26,27.3
13603,155,63,1,6.0,2025-08-30,6.0
13604,529,115,6,30.74,2025-10-26,184.44
13605,438,92,3,10.94,2025-03-25,32.82
13606,184,3,6,30.96,2025-08-25,185.76
13607,295,31,1,54.69,2024-08-25,54.69
13608,312,97,3,141.47,2024-02-19,424.41
13609,501,15,5,61.53,2025-08-16,307.65
13610,460,4,4,21.16,2024-10-19,84.64
13611,332,94,3,92.23,2024-07-01,276.69
13612,785,104,1,15.44,2024-08-03,15.44
13613,420,93,3,48.58,2025-08-11,145.74
13614,719,65,3,365.21,2024-04-11,1095.63
13615,345,3,2,30.96,2024-05-01,61.92
13616,307,67,4,6.62,2025-03-25,26.48
13617,239,14,2,18.35,2024-10-22,36.7
13618,775,98,3,6.8,2025-09-12,20.4
13619,612,33,2,32.06,2025-11-13,64.12
13620,295,12,1,64.05,2024-07-30,64.05
13621,494,106,5,7.75,2024-06-21,38.75
13622,28,31,1,54.69,2025-07-06,54.69
13623,493,111,2,17.55,2024-01-07,35.1
13624,457,8,1,72.9,2025-01-13,72.9
13625,213,70,5,55.27,2025-03-12,276.35
13626,587,60,5,78.3,2024-05-09,391.5
13627,675,92,3,10.94,2024-04-22,32.82
13628,571,105,1,380.37,2025-03-31,380.37
13629,730,65,4,365.21,2024-09-26,1460.84
13630,81,66,2,53.59,2024-10-12,107.18
13631,587,14,1,18.35,2024-12-28,18.35
13632,652,13,6,13.39,2024-08-15,80.34
13633,584,60,3,78.3,2024-06-09,234.9
13634,460,21,3,100.98,2025-04-09,302.94
13635,529,108,5,12.15,2025-11-19,60.75
13636,635,20,6,23.62,2025-12-05,141.72
13637,324,80,1,190.09,2025-03-19,190.09
13638,90,120,6,56.35,2025-06-17,338.1
13639,327,86,5,32.28,2025-11-07,161.4
13640,681,38,6,96.76,2024-02-06,580.56
13641,780,81,6,37.15,2024-01-09,222.9
13642,261,12,5,64.05,2025-01-20,320.25
13643,709,91,2,107.6,2025-11-20,215.2
13644,206,5,4,26.61,2024-06-04,106.44
13645,457,29,2,307.74,2025-05-23,615.48
13646,300,49,2,119.93,2025-10-12,239.86
13647,714,21,5,100.98,2024-08-07,504.9
13648,6,15,1,61.53,2025-05-17,61.53
13649,496,15,2,61.53,2025-12-28,123.06
13650,186,26,4,79.43,2025-12-05,317.72
13651,277,93,4,48.58,2025-10-08,194.32
13652,522,88,6,68.81,2024-12-23,412.86
13653,457,88,6,68.81,2024-07-03,412.86
13654,717,58,2,76.78,2024-10-26,153.56
13655,529,61,4,16.45,2025-10-07,65.8
13656,387,46,3,40.14,2025-07-10,120.42
13657,457,62,1,33.33,2024-08-12,33.33
13658,103,119,3,18.81,2025-03-05,56.43
13659,794,24,3,31.17,2024-09-10,93.51
13660,529,61,1,16.45,2024-06-29,16.45
13661,450,38,3,96.76,2025-11-07,290.28
13662,105,118,6,269.51,2025-02-11,1617.06
13663,559,76,4,104.62,2025-05-15,418.48
13664,529,57,6,47.67,2024-08-28,286.02
13665,31,17,3,5.46,2025-06-03,16.38
13666,228,1,4,50.13,2024-03-03,200.52
13667,499,91,3,107.6,2024-09-24,322.8
13668,535,44,4,3.7,2025-02-04,14.8
13669,656,44,4,3.7,2025-02-12,14.8
13670,277,50,1,8.2,2024-10-01,8.2
13671,457,75,2,19.35,2024-12-13,38.7
13672,529,3,1,30.96,2024-11-11,30.96
13673,435,112,2,74.5,2025-08-09,149.0
13674,713,52,5,59.6,2024-07-30,298.0
13675,637,86,1,32.28,2025-09-20,32.28
13676,529,31,2,54.69,2025-09-11,109.38
13677,494,16,6,7.99,2024-01-22,47.94
13678,651,76,1,104.62,2025-12-22,104.62
13679,342,35,3,68.43,2025-07-20,205.29
13680,57,73,1,57.28,2025-06-15,57.28
13681,221,20,5,23.62,2024-07-22,118.1
13682,794,115,5,30.74,2025-02-09,153.7
13683,697,11,2,26.16,2024-10-24,52.32
13684,651,86,3,32.28,2024-12-05,96.84
13685,407,102,5,40.39,2024-09-11,201.95
13686,776,20,1,23.62,2024-01-21,23.62
13687,614,4,5,21.16,2024-04-14,105.8
13688,459,38,4,96.76,2024-02-13,387.04
13689,162,94,3,92.23,2024-01-25,276.69
13690,248,101,6,11.46,2024-09-10,68.76
13691,34,96,6,335.97,2024-05-06,2015.82
13692,663,83,4,61.86,2025-11-02,247.44
13693,392,102,6,40.39,2024-10-03,242.34
13694,701,80,1,190.09,2024-03-16,190.09
13695,459,59,6,19.24,2025-03-01,115.44
13696,19,32,6,34.6,2025-07-08,207.6
13697,529,117,2,48.92,2024-04-07,97.84
13698,594,17,4,5.46,2024-07-17,21.84
13699,675,95,3,22.36,2024-11-27,67.08
13700,420,112,6,74.5,2024-01-24,447.0
13701,314,29,4,307.74,2024-07-26,1230.96
13702,89,111,6,17.55,2025-08-13,105.3
13703,457,1,3,50.13,2025-03-15,150.39
13704,86,25,4,58.63,2025-07-28,234.52
13705,295,44,3,3.7,2025-12-20,11.1
13706,486,37,2,249.65,2025-01-26,499.3
13707,19,10,4,16.11,2025-02-07,64.44
13708,783,102,5,40.39,2024-04-20,201.95
13709,436,113,5,46.14,2024-01-26,230.7
13710,392,93,2,48.58,2025-04-02,97.16
13711,371,48,5,30.36,2024-04-21,151.8
13712,529,47,3,106.64,2024-05-27,319.92
13713,657,17,1,5.46,2024-04-07,5.46
13714,499,35,2,68.43,2025-05-16,136.86
13715,529,42,1,81.71,2024-05-24,81.71
13716,395,26,4,79.43,2025-06-19,317.72
13717,580,43,5,32.04,2024-08-26,160.2
13718,53,103,4,8.94,2024-09-15,35.76
13719,405,21,6,100.98,2024-12-11,605.88
13720,678,54,1,48.43,2024-11-25,48.43
13721,544,10,5,16.11,2025-02-20,80.55
13722,709,54,3,48.43,2025-12-07,145.29
13723,219,28,5,182.08,2025-05-15,910.4
13724,494,48,3,30.36,2025-10-29,91.08
13725,252,64,4,52.6,2025-12-26,210.4
13726,457,5,5,26.61,2024-03-24,133.05
13727,755,110,4,20.1,2025-12-17,80.4
13728,72,88,2,68.81,2024-01-14,137.62
13729,165,106,6,7.75,2024-05-04,46.5
13730,171,53,4,6.21,2024-04-26,24.84
13731,34,30,4,185.82,2025-05-22,743.28
13732,177,56,5,29.99,2025-05-13,149.95
13733,144,48,5,30.36,2025-03-04,151.8
13734,392,9,3,104.16,2024-04-30,312.48
13735,423,39,3,64.74,2025-11-23,194.22
13736,286,9,3,104.16,2025-09-21,312.48
13737,730,77,5,145.42,2025-10-27,727.1
13738,171,27,3,59.86,2025-06-19,179.58
13739,542,91,5,107.6,2025-01-15,538.0
13740,471,34,3,32.99,2025-04-28,98.97
13741,447,17,3,5.46,2024-05-18,16.38
13742,168,21,6,100.98,2025-04-30,605.88
13743,13,112,4,74.5,2024-07-02,298.0
13744,153,33,1,32.06,2024-01-06,32.06
13745,322,110,2,20.1,2024-07-23,40.2
13746,550,18,5,11.43,2025-04-14,57.15
13747,342,118,1,269.51,2025-10-01,269.51
13748,455,11,2,26.16,2024-03-09,52.32
13749,347,84,5,64.49,2024-08-19,322.45
13750,343,95,1,22.36,2024-07-16,22.36
13751,290,101,4,11.46,2025-08-21,45.84
13752,584,92,3,10.94,2025-10-01,32.82
13753,625,24,3,31.17,2025-07-28,93.51
13754,494,117,6,48.92,2024-07-26,293.52
13755,72,74,2,33.89,2024-04-15,67.78
13756,586,21,3,100.98,2024-07-01,302.94
13757,277,4,1,21.16,2024-05-09,21.16
13758,649,42,5,81.71,2025-10-22,408.55
13759,625,81,3,37.15,2025-08-12,111.45
13760,630,29,5,307.74,2025-09-11,1538.7
13761,294,75,6,19.35,2025-09-22,116.1
13762,529,107,4,80.59,2024-08-02,322.36
13763,175,41,2,30.28,2024-08-09,60.56
13764,85,97,5,141.47,2024-05-30,707.35
13765,147,41,4,30.28,2024-01-01,121.12
13766,333,102,1,40.39,2024-05-20,40.39
13767,464,43,4,32.04,2025-03-11,128.16
13768,529,37,3,249.65,2024-11-05,748.95
13769,459,83,1,61.86,2024-09-03,61.86
13770,497,19,4,3.72,2025-01-29,14.88
13771,562,13,3,13.39,2024-11-15,40.17
13772,681,30,3,185.82,2025-06-27,557.46
13773,72,47,5,106.64,2024-08-07,533.2
13774,787,16,6,7.99,2024-10-11,47.94
13775,566,68,4,39.51,2025-07-27,158.04
13776,431,101,6,11.46,2024-09-13,68.76
13777,543,119,5,18.81,2025-03-21,94.05
13778,529,111,2,17.55,2024-01-26,35.1
13779,704,111,4,17.55,2025-11-17,70.2
13780,345,35,4,68.43,2024-08-06,273.72
13781,529,35,2,68.43,2025-01-26,136.86
13782,378,117,6,48.92,2024-01-11,293.52
13783,206,9,3,104.16,2025-06-22,312.48
13784,204,42,5,81.71,2024-11-13,408.55
13785,337,77,3,145.42,2024-09-16,436.26
13786,459,108,1,12.15,2025-09-13,12.15
13787,288,49,6,119.93,2024-10-08,719.58
13788,529,119,4,18.81,2024-02-14,75.24
13789,798,67,6,6.62,2024-09-16,39.72
13790,289,85,1,81.24,2025-08-08,81.24
13791,670,38,6,96.76,2025-04-27,580.56
13792,799,21,6,100.98,2025-04-10,605.88
13793,457,120,4,56.35,2025-10-25,225.4
13794,608,46,1,40.14,2024-02-09,40.14
13795,371,4,5,21.16,2025-12-31,105.8
13796,157,93,6,48.58,2024-06-30,291.48
13797,709,119,2,18.81,2024-03-25,37.62
13798,414,73,1,57.28,2024-02-27,57.28
13799,432,24,6,31.17,2024-03-04,187.02
13800,324,34,5,32.99,2024-10-11,164.95
13801,794,62,2,33.33,2025-11-01,66.66
13802,529,108,1,12.15,2024-12-06,12.15
13803,681,74,3,33.89,2025-12-27,101.67
13804,177,68,5,39.51,2025-01-10,197.55
13805,467,19,6,3.72,2025-02-16,22.32
13806,410,59,6,19.24,2025-11-16,115.44
13807,55,41,2,30.28,2025-05-28,60.56
13808,151,114,3,20.14,2024-03-26,60.42
13809,179,106,1,7.75,2024-10-09,7.75
13810,529,44,6,3.7,2025-06-01,22.2
13811,402,36,6,5.91,2024-01-04,35.46
13812,321,22,5,60.4,2024-12-25,302.0
13813,111,83,4,61.86,2025-08-04,247.44
13814,680,115,1,30.74,2025-08-02,30.74
13815,765,120,1,56.35,2024-04-29,56.35
13816,750,4,2,21.16,2024-03-29,42.32
13817,194,113,5,46.14,2025-10-03,230.7
13818,793,37,2,249.65,2024-01-11,499.3
13819,230,74,3,33.89,2025-04-16,101.67
13820,73,53,6,6.21,2024-09-09,37.26
13821,317,62,6,33.33,2025-10-19,199.98
13822,777,85,2,81.24,2024-05-15,162.48
13823,319,110,4,20.1,2025-12-23,80.4
13824,306,110,3,20.1,2024-05-23,60.3
13825,502,76,4,104.62,2024-08-19,418.48
13826,680,57,3,47.67,2024-07-23,143.01
13827,185,66,3,53.59,2024-09-22,160.77
13828,554,63,3,6.0,2024-04-04,18.0
13829,457,62,5,33.33,2025-01-07,166.65
13830,346,34,6,32.99,2025-06-19,197.94
13831,435,18,6,11.43,2025-12-04,68.58
13832,676,90,1,8.48,2025-08-22,8.48
13833,387,117,5,48.92,2025-08-05,244.6
13834,221,78,6,10.87,2025-03-20,65.22
13835,345,65,6,365.21,2024-10-22,2191.26
13836,219,30,6,185.82,2025-05-30,1114.92
13837,494,119,6,18.81,2024-10-02,112.86
13838,85,82,2,12.04,2024-09-21,24.08
13839,230,66,3,53.59,2024-02-02,160.77
13840,756,33,5,32.06,2025-11-05,160.3
13841,529,28,4,182.08,2024-05-23,728.32
13842,453,16,3,7.99,2025-01-16,23.97
13843,501,68,6,39.51,2025-08-25,237.06
13844,739,68,3,39.51,2025-12-19,118.53
13845,93,109,3,20.83,2024-01-09,62.49
13846,163,35,4,68.43,2024-12-08,273.72
13847,342,109,1,20.83,2024-07-10,20.83
13848,747,32,3,34.6,2024-06-15,103.8
13849,452,119,2,18.81,2024-01-23,37.62
13850,427,20,5,23.62,2025-04-12,118.1
13851,529,106,6,7.75,2025-03-21,46.5
13852,586,120,4,56.35,2024-09-06,225.4
13853,267,66,3,53.59,2025-09-07,160.77
13854,342,81,6,37.15,2025-02-14,222.9
13855,312,6,2,73.75,2025-06-03,147.5
13856,98,75,4,19.35,2024-10-02,77.4
13857,785,56,4,29.99,2025-08-30,119.96
13858,30,58,5,76.78,2024-06-19,383.9
13859,757,61,5,16.45,2025-12-15,82.25
13860,777,107,2,80.59,2025-08-04,161.18
13861,610,41,2,30.28,2025-11-10,60.56
13862,342,100,1,33.52,2024-04-02,33.52
13863,319,67,2,6.62,2024-12-20,13.24
13864,441,98,2,6.8,2025-04-16,13.6
13865,2,94,2,92.23,2024-07-24,184.46
13866,722,41,3,30.28,2024-11-10,90.84
13867,72,83,2,61.86,2024-07-27,123.72
13868,425,1,6,50.13,2024-09-07,300.78
13869,159,119,5,18.81,2025-01-18,94.05
13870,8,72,2,46.06,2024-12-18,92.12
13871,89,21,5,100.98,2025-12-04,504.9
13872,390,15,2,61.53,2025-04-28,123.06
13873,529,27,4,59.86,2025-12-24,239.44
13874,258,90,1,8.48,2025-01-31,8.48
13875,127,13,2,13.39,2025-02-13,26.78
13876,631,76,3,104.62,2025-11-21,313.86
13877,586,10,4,16.11,2025-09-03,64.44
13878,390,71,1,34.02,2024-12-21,34.02
13879,457,83,6,61.86,2025-08-23,371.16
13880,28,7,5,61.52,2024-07-01,307.6
13881,625,3,3,30.96,2025-01-05,92.88
13882,342,62,1,33.33,2025-09-17,33.33
13883,529,73,4,57.28,2024-03-20,229.12
13884,529,7,2,61.52,2025-05-26,123.04
13885,195,22,2,60.4,2024-11-05,120.8
13886,423,75,3,19.35,2025-01-28,58.05
13887,529,14,4,18.35,2024-06-03,73.4
13888,303,56,4,29.99,2025-11-22,119.96
13889,670,84,1,64.49,2024-09-24,64.49
13890,788,94,4,92.23,2024-07-02,368.92
13891,167,117,6,48.92,2025-06-13,293.52
13892,678,44,4,3.7,2024-03-25,14.8
13893,345,53,6,6.21,2024-04-13,37.26
13894,529,19,4,3.72,2024-01-13,14.88
13895,164,13,2,13.39,2025-08-11,26.78
13896,460,118,6,269.51,2025-04-10,1617.06
13897,13,4,6,21.16,2025-11-17,126.96
13898,393,38,1,96.76,2024-11-06,96.76
13899,420,11,6,26.16,2025-10-11,156.96
13900,109,74,4,33.89,2025-05-29,135.56
13901,376,83,4,61.86,2025-12-30,247.44
13902,342,73,5,57.28,2025-01-08,286.4
13903,103,88,2,68.81,2025-03-10,137.62
13904,484,51,4,90.07,2025-11-21,360.28
13905,72,71,1,34.02,2024-12-11,34.02
13906,780,74,6,33.89,2025-08-27,203.34
13907,272,2,5,44.93,2025-09-21,224.65
13908,584,18,4,11.43,2025-03-21,45.72
13909,39,36,3,5.91,2024-02-10,17.73
13910,117,84,4,64.49,2025-04-16,257.96
13911,369,19,5,3.72,2025-12-03,18.6
13912,371,56,4,29.99,2024-12-11,119.96
13913,535,94,1,92.23,2025-07-09,92.23
13914,283,84,3,64.49,2024-12-31,193.47
13915,411,81,4,37.15,2024-11-28,148.6
13916,312,112,1,74.5,2025-09-02,74.5
13917,103,61,6,16.45,2024-02-07,98.7
13918,483,103,4,8.94,2024-09-11,35.76
13919,181,7,5,61.52,2024-04-06,307.6
13920,123,119,2,18.81,2025-10-10,37.62
13921,457,62,3,33.33,2024-12-19,99.99
13922,794,5,6,26.61,2025-09-24,159.66
13923,259,29,6,307.74,2025-06-20,1846.44
13924,506,99,1,19.12,2024-03-19,19.12
13925,334,51,1,90.07,2024-05-30,90.07
13926,529,42,6,81.71,2025-10-15,490.26
13927,662,26,1,79.43,2025-01-26,79.43
13928,465,101,6,11.46,2024-03-21,68.76
13929,342,76,6,104.62,2024-11-05,627.72
13930,418,47,1,106.64,2024-07-07,106.64
13931,782,16,3,7.99,2025-10-30,23.97
13932,599,94,1,92.23,2025-03-19,92.23
13933,793,110,2,20.1,2025-08-07,40.2
13934,277,70,3,55.27,2025-09-22,165.81
13935,466,106,2,7.75,2025-12-11,15.5
13936,651,7,3,61.52,2025-08-10,184.56
13937,457,69,4,50.68,2024-10-08,202.72
13938,601,74,2,33.89,2024-10-10,67.78
13939,459,3,1,30.96,2025-09-11,30.96
13940,392,65,2,365.21,2025-11-25,730.42
13941,303,57,1,47.67,2025-02-20,47.67
13942,218,42,4,81.71,2025-11-03,326.84
13943,128,4,3,21.16,2025-04-18,63.48
13944,529,102,6,40.39,2024-11-21,242.34
13945,87,93,2,48.58,2024-01-19,97.16
13946,565,67,2,6.62,2024-03-06,13.24
13947,529,25,6,58.63,2025-12-30,351.78
13948,529,105,4,380.37,2025-08-25,1521.48
13949,417,57,5,47.67,2024-12-02,238.35
13950,494,116,4,24.71,2025-07-25,98.84
13951,15,116,3,24.71,2024-11-23,74.13
13952,345,6,4,73.75,2024-06-04,295.0
13953,445,24,6,31.17,2025-05-25,187.02
13954,221,74,6,33.89,2024-06-23,203.34
13955,534,38,3,96.76,2025-02-16,290.28
13956,34,37,5,249.65,2024-03-21,1248.25
13957,529,98,5,6.8,2024-12-19,34.0
13958,76,94,6,92.23,2025-06-26,553.38
13959,371,73,3,57.28,2024-11-18,171.84
13960,435,113,4,46.14,2024-01-31,184.56
13961,161,25,5,58.63,2024-06-19,293.15
13962,529,58,5,76.78,2025-03-17,383.9
13963,409,48,1,30.36,2024-10-17,30.36
13964,494,12,4,64.05,2024-08-28,256.2
13965,380,8,5,72.9,2024-05-14,364.5
13966,383,12,1,64.05,2024-04-09,64.05
